City,location_id,Cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year,Latitude,Longitude
Greenwood-Greenville MS,647,73,73,64,59,58,46,65,85,100,2016,33.5171152,-90.1763225
Harlingen-Weslaco-Brownsville-McAllen TX,636,56,46,40,49,46,46,58,50,94,2016,,
Harrisburg-Lancaster-Lebanon-York PA,566,69,52,63,64,67,67,77,47,76,2016,39.9830208,-76.7197723
Harrisonburg VA,569,67,51,62,71,63,69,78,71,80,2016,38.4495688,-78.8689155
Hartford & New Haven CT,533,73,46,62,63,77,78,66,58,80,2016,41.3055024,-72.9267354
Hattiesburg-Laurel MS,710,68,58,77,64,62,59,75,47,82,2016,31.468239,-89.335421
Helena MT,766,60,17,75,68,57,77,70,64,97,2016,46.5891452,-112.0391057
Honolulu HI,744,59,36,60,50,41,85,65,55,79,2016,21.3069444,-157.8583333
Houston TX,618,61,44,52,48,41,57,65,41,75,2016,29.7604267,-95.3698028
Huntsville-Decatur (Florence) AL,691,70,52,62,62,63,56,77,38,80,2016,34.8279976,-87.6209133
Idaho Falls-Pocatello ID,758,54,48,70,76,43,69,71,68,88,2016,42.906046,-112.4315298
Indianapolis IN,527,68,50,56,62,49,64,72,54,85,2016,39.768403,-86.158068
Jackson MS,718,74,67,68,62,75,49,74,65,90,2016,32.2987573,-90.1848103
Jackson TN,639,77,77,67,62,67,57,79,52,88,2016,35.6145169,-88.8139469
Jacksonville FL,561,65,66,65,55,81,53,72,43,78,2016,30.3321838,-81.655651
Johnstown-Altoona PA,574,70,52,71,68,45,66,81,72,77,2016,40.4529782,-78.3930329
Jonesboro AR,734,71,50,79,72,71,63,87,48,82,2016,35.8422967,-90.704279
Joplin MO-Pittsburg KS,603,64,53,69,71,50,60,71,50,80,2016,37.3948426,-94.700525
Juneau AK,747,55,0,87,55,23,78,61,0,70,2016,58.3019444,-134.4197221
Kansas City MO,616,67,52,61,61,58,60,69,49,83,2016,39.0997265,-94.5785667
Knoxville TN,557,67,39,67,58,61,59,84,41,73,2016,35.9606384,-83.9207392
La Crosse-Eau Claire WI,702,60,41,74,68,38,74,76,68,78,2016,44.8651049,-91.4743642
Lafayette IN,582,60,69,50,69,26,90,68,71,84,2016,40.4167022,-86.8752869
Lafayette LA,642,62,89,68,55,51,50,73,38,67,2016,30.2240897,-92.0198427
Lake Charles LA,643,61,49,67,56,50,50,73,33,74,2016,30.2265949,-93.2173758
Lansing MI,551,63,51,65,66,56,74,68,55,76,2016,42.732535,-84.5555347
Laredo TX,749,54,40,40,46,34,47,52,34,81,2016,27.5035613,-99.5075519
Las Vegas NV,839,59,37,49,48,51,50,65,38,69,2016,36.1699412,-115.1398296
Lexington KY,541,74,41,70,66,53,68,90,66,87,2016,38.0405837,-84.5037164
Lima OH,558,69,16,59,65,46,52,76,49,72,2016,40.742551,-84.1052256
Lincoln & Hastings-Kearney NE,722,63,38,60,66,48,55,73,68,79,2016,40.5827492,-98.3915866
Little Rock-Pine Bluff AR,693,65,45,66,64,82,54,74,56,81,2016,34.2025124,-92.0491611
Los Angeles CA,803,58,39,50,53,39,56,62,49,73,2016,34.0522342,-118.2436849
Louisville KY,529,70,51,68,60,79,63,80,46,84,2016,38.2526647,-85.7584557
Lubbock TX,651,57,50,60,64,52,66,71,60,79,2016,33.5778631,-101.8551665
Macon GA,503,63,59,65,56,69,56,66,51,78,2016,32.8406946,-83.6324022
Madison WI,669,63,35,62,57,39,81,70,53,72,2016,43.0730517,-89.4012302
Mankato MN,737,59,59,68,74,18,61,78,99,74,2016,44.1635775,-93.9993996
Marquette MI,553,64,58,84,73,48,80,74,51,75,2016,46.5436199,-87.3953713
Medford-Klamath Falls OR,813,62,36,60,56,36,67,77,52,77,2016,42.224924,-121.7722781
Memphis TN,640,68,90,60,55,62,56,69,57,82,2016,35.1495343,-90.0489801
Meridian MS,711,73,87,62,62,59,44,69,60,78,2016,32.3643098,-88.703656
Miami-Ft. Lauderdale FL,528,62,47,48,44,52,50,51,43,70,2016,26.0947577,-80.1352122
Milwaukee WI,617,65,46,58,61,41,58,68,51,74,2016,43.0389025,-87.9064736
Minneapolis-St. Paul MN,613,61,46,64,61,38,61,67,51,77,2016,44.9374831,-93.2009998
Minot-Bismarck-Dickinson(Williston) ND,687,60,22,73,61,40,67,77,34,71,2016,46.8067257,-100.7865799
Missoula MT,762,59,33,74,57,53,71,70,51,78,2016,46.8721284,-113.9940314
Mobile AL-Pensacola (Ft. Walton Beach) FL,686,68,50,68,59,54,54,73,40,73,2016,30.4684724,-87.2087375
Monroe LA-El Dorado AR,628,66,57,70,58,63,48,74,54,89,2016,33.2152717,-92.64196
Monterey-Salinas CA,828,53,32,49,58,29,59,53,64,70,2016,36.6777372,-121.6555013
Montgomery (Selma) AL,698,72,88,60,56,75,53,75,46,79,2016,32.4068484,-87.0190868
Nashville TN,659,68,42,66,55,64,64,77,49,79,2016,36.1626638,-86.7816016
New Orleans LA,622,63,50,66,52,51,55,73,55,75,2016,29.9510658,-90.0715323
New York NY,501,68,41,47,53,51,64,57,49,77,2016,40.7127753,-74.0059728
Norfolk-Portsmouth-Newport News VA,544,64,53,57,56,45,61,69,49,78,2016,36.8354258,-76.2982742
North Platte NE,740,64,60,77,69,26,72,67,0,72,2016,41.1402759,-100.7601454
Odessa-Midland TX,633,54,34,51,51,57,49,79,35,76,2016,31.9391746,-102.2522487
Oklahoma City OK,650,63,45,58,59,47,66,79,51,80,2016,35.4675602,-97.5164276
Omaha NE,652,65,35,63,57,58,62,72,49,78,2016,41.2565369,-95.9345034
Orlando-Daytona Beach-Melbourne FL,534,62,53,59,51,64,51,64,42,72,2016,,
Ottumwa IA-Kirksville MO,631,67,39,68,73,45,83,66,71,96,2016,,
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,632,69,68,73,68,63,60,83,54,79,2016,37.0833893,-88.6000478
Palm Springs CA,804,68,29,57,50,42,51,59,38,76,2016,33.8302961,-116.5452921
Panama City FL,656,63,40,70,56,62,54,77,31,64,2016,30.1588129,-85.6602058
Parkersburg WV,597,78,35,76,65,46,76,84,35,93,2016,39.2667418,-81.5615135
Peoria-Bloomington IL,675,70,45,69,67,40,66,73,55,81,2016,40.4566216,-88.9758277
Philadelphia PA,504,74,42,56,59,72,70,70,52,80,2016,39.9525839,-75.1652215
Phoenix AZ,753,63,54,58,55,60,61,76,50,80,2016,33.4483771,-112.0740373
Pittsburgh PA,508,74,42,66,62,68,70,78,50,79,2016,40.4406248,-79.9958864
Portland OR,820,56,39,55,54,44,62,59,53,75,2016,45.5051064,-122.6750261
Portland-Auburn ME,500,69,38,70,64,60,64,69,49,81,2016,44.021648,-70.2832225
Presque Isle ME,552,74,48,99,100,73,50,69,91,78,2016,46.681153,-68.0158614
Providence RI-New Bedford MA,521,69,55,58,62,54,61,69,55,77,2016,41.8563438,-71.2874209
Quincy IL-Hannibal MO-Keokuk IA,717,71,52,71,73,39,59,82,48,75,2016,,
Raleigh-Durham (Fayetteville) NC,560,64,49,56,58,49,66,62,58,78,2016,35.0478668,-78.8565861
Rapid City SD,764,59,31,66,63,52,75,69,46,78,2016,44.0805434,-103.2310149
Reno NV,811,60,39,66,53,42,64,75,47,70,2016,39.5296329,-119.8138027
Richmond-Petersburg VA,556,67,72,58,62,47,63,68,57,84,2016,,
Roanoke-Lynchburg VA,573,66,52,63,63,74,66,78,54,83,2016,37.3177678,-79.9994997
Rochester MN-Mason City IA-Austin MN,611,100,100,74,67,33,100,75,87,99,2016,,
Rochester NY,538,70,36,61,58,41,67,68,52,74,2016,43.1565779,-77.6088465
Rockford IL,610,71,38,58,64,45,61,78,46,78,2016,42.2711311,-89.0939952
Sacramento-Stockton-Modesto CA,862,58,38,57,54,35,64,65,48,75,2016,37.9570225,-121.2797902
Salisbury MD,576,68,53,66,52,57,66,75,49,77,2016,38.3606736,-75.5993692
Salt Lake City UT,770,55,37,59,64,51,57,71,52,79,2016,40.7607793,-111.8910474
San Angelo TX,661,59,44,64,61,86,70,75,50,79,2016,31.4637723,-100.4370375
San Antonio TX,641,58,40,49,52,51,57,69,43,83,2016,29.4241219,-98.4936282
San Diego CA,825,61,50,52,53,39,66,64,52,77,2016,32.715738,-117.1610838
San Francisco-Oakland-San Jose CA,807,56,36,48,48,30,61,50,45,68,2016,,
Santa Barbara-Santa Maria-San Luis Obispo CA,855,57,35,51,55,32,59,54,54,63,2016,34.9226032,-120.4299882
Savannah GA,507,65,45,62,57,47,54,71,46,70,2016,32.0808989,-81.091203
Seattle-Tacoma WA,819,58,28,54,53,42,67,63,43,72,2016,47.4502499,-122.3088165
Sherman TX-Ada OK,657,63,46,73,68,56,67,79,41,81,2016,33.6872249,-96.5753925
Shreveport LA,612,68,59,68,57,59,57,82,44,85,2016,32.5251516,-93.7501789
Sioux City IA,624,63,39,59,60,37,60,68,51,73,2016,42.4963416,-96.4049408
Sioux Falls(Mitchell) SD,725,66,56,71,68,36,78,76,68,89,2016,43.5835394,-96.7118155
South Bend-Elkhart IN,588,66,45,54,63,37,60,69,54,80,2016,41.6843287,-85.9708313
Spokane WA,881,62,36,67,63,45,68,69,52,79,2016,47.6587802,-117.4260465
Springfield MO,619,65,42,72,65,57,62,80,55,76,2016,37.2089572,-93.2922989
Springfield-Holyoke MA,543,71,56,62,70,67,71,70,73,78,2016,42.2042586,-72.6162009
St. Joseph MO,638,64,57,65,64,43,77,70,58,69,2016,39.7674578,-94.846681
St. Louis MO,609,68,39,61,60,59,65,74,44,78,2016,38.6270025,-90.1994042
Syracuse NY,555,68,44,65,67,46,70,72,74,80,2016,43.0481221,-76.1474244
Tallahassee FL-Thomasville GA,530,66,54,67,67,54,58,68,60,83,2016,30.3350027,-84.2105744
Tampa-St. Petersburg (Sarasota) FL,539,72,49,63,55,66,55,64,41,72,2016,28.274347,-82.3885783
Terre Haute IN,581,63,52,68,73,47,70,86,62,79,2016,39.4667034,-87.4139092
Toledo OH,547,67,41,60,67,56,68,76,54,80,2016,41.6528052,-83.5378674
Topeka KS,605,62,44,58,63,43,71,76,65,73,2016,39.0473451,-95.6751576
Traverse City-Cadillac MI,540,66,32,81,65,43,59,74,52,69,2016,44.7354212,-85.5946084
Tri-Cities TN-VA,531,76,56,73,67,56,65,88,51,84,2016,36.5450182,-82.5555539
Tucson (Sierra Vista) AZ,789,67,45,57,62,46,67,76,60,83,2016,32.2709837,-110.9614306
Tulsa OK,671,57,35,56,50,52,53,64,37,69,2016,36.1539816,-95.992775
Twin Falls ID,760,50,42,53,58,36,61,74,54,73,2016,42.5558381,-114.4700518
Tyler-Longview(Lufkin & Nacogdoches) TX,709,62,60,71,64,51,68,77,51,86,2016,,
Utica NY,526,73,39,71,68,53,74,74,64,83,2016,43.100903,-75.232664
Victoria TX,626,65,33,70,58,68,58,66,0,87,2016,28.8052674,-97.0035982
Waco-Temple-Bryan TX,625,55,55,51,63,42,74,79,81,77,2016,31.6046625,-97.1980025
Washington DC (Hagerstown MD),511,63,39,51,52,45,70,59,53,77,2016,39.642645,-77.721057
Watertown NY,549,70,35,69,69,34,70,77,61,76,2016,43.9747838,-75.9107565
Wausau-Rhinelander WI,705,65,58,78,65,44,81,75,52,76,2016,45.6555505,-89.3920037
West Palm Beach-Ft. Pierce FL,548,70,44,59,51,78,55,61,47,73,2016,27.366166,-80.2467597
Wheeling WV-Steubenville OH,554,76,39,73,63,60,66,100,53,76,2016,40.3668048,-80.6317037
Wichita Falls TX & Lawton OK,627,61,32,65,66,75,64,82,48,84,2016,34.6092311,-98.418011
Wichita-Hutchinson KS,678,63,43,65,60,45,58,75,43,80,2016,37.6871761,-97.330053
Wilkes Barre-Scranton PA,577,71,39,66,67,70,68,89,44,78,2016,41.2343893,-75.8534771
Wilmington NC,550,64,38,73,61,57,62,67,51,74,2016,34.2103894,-77.8868117
Yakima-Pasco-Richland-Kennewick WA,810,58,39,57,62,32,65,73,50,82,2016,46.2529128,-119.230849
Youngstown OH,536,72,33,66,68,52,56,90,46,73,2016,41.0997803,-80.6495194
Yuma AZ-El Centro CA,771,55,54,52,58,31,53,69,55,75,2016,32.6926512,-114.6276916
Zanesville OH,596,78,39,78,68,59,69,86,48,75,2016,39.9403453,-82.0131924
Abilene-Sweetwater TX,662,56,32,68,64,92,80,77,31,88,2017,32.4106903,-99.7653019
Albany GA,525,63,50,69,62,52,54,73,47,81,2017,31.5785074,-84.155741
Albany-Schenectady-Troy NY,532,67,24,66,65,54,76,72,48,74,2017,42.7636479,-73.6536209
Albuquerque-Santa Fe NM,790,61,29,65,64,45,71,68,49,80,2017,35.658802,-105.9603685
Alexandria LA,644,58,42,79,63,84,47,94,37,70,2017,31.3112936,-92.4451371
Alpena MI,583,82,0,84,85,45,63,95,0,78,2017,45.0616794,-83.4327528
Amarillo TX,634,58,34,67,62,48,85,84,38,73,2017,35.2219971,-101.8312969
Anchorage AK,743,57,19,80,59,28,85,67,50,81,2017,61.2180556,-149.9002778
Atlanta GA,524,64,37,62,54,48,65,65,48,72,2017,33.7489954,-84.3879824
Augusta GA,520,68,50,75,61,58,67,69,61,79,2017,33.4734978,-82.0105148
Austin TX,635,57,30,54,54,51,76,63,43,73,2017,30.267153,-97.7430608
Bakersfield CA,800,59,44,58,60,26,61,77,51,78,2017,35.3732921,-119.0187125
Baltimore MD,512,68,42,65,60,56,79,66,67,85,2017,39.2903848,-76.6121893
Bangor ME,537,70,33,95,72,57,88,67,78,87,2017,44.8016128,-68.7712257
Baton Rouge LA,716,57,51,67,60,60,66,68,57,66,2017,30.4514677,-91.1871466
Beaumont-Port Arthur TX,692,59,45,74,61,51,61,71,35,75,2017,30.080174,-94.1265562
Bend OR,821,60,26,81,59,39,77,55,50,61,2017,44.0581728,-121.3153096
"Billings, MT",756,65,31,78,71,50,87,65,36,81,2017,45.7832856,-108.5006904
Biloxi-Gulfport MS,746,63,31,86,55,53,56,66,37,83,2017,30.3674198,-89.0928155
Binghamton NY,502,68,24,71,69,44,77,78,61,72,2017,42.0986867,-75.9179738
Birmingham AL,630,68,64,81,61,79,65,70,49,81,2017,33.5185892,-86.8103567
Bluefield-Beckley-Oak Hill WV,559,84,34,81,82,51,85,90,61,79,2017,37.2698395,-81.2223195
Boise ID,757,58,28,70,58,65,70,68,54,81,2017,43.6150186,-116.2023137
Boston MA-Manchester NH,506,70,37,58,62,72,76,58,58,74,2017,42.929687,-71.4352177
Bowling Green KY,736,67,32,79,62,75,68,97,52,75,2017,36.9685219,-86.4808043
Buffalo NY,514,72,32,65,66,61,70,74,52,76,2017,42.8864468,-78.8783689
Burlington VT-Plattsburgh NY,523,68,30,75,72,63,90,68,59,68,2017,44.6988382,-73.3804304
Butte-Bozeman MT,754,62,25,79,70,46,78,66,61,69,2017,45.6734503,-111.0924495
Casper-Riverton WY,767,59,27,93,66,42,70,75,45,80,2017,42.8505217,-106.3085313
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,637,68,42,72,67,38,76,77,72,79,2017,41.9778795,-91.6656232
Champaign & Springfield-Decatur IL,648,68,56,68,66,48,74,76,77,78,2017,,
Charleston SC,519,67,35,76,58,46,76,69,45,75,2017,32.7764749,-79.9310512
Charleston-Huntington WV,564,81,41,89,74,61,80,94,58,92,2017,38.4123775,-82.4270257
Charlotte NC,517,61,30,64,56,50,63,65,47,71,2017,35.2270869,-80.8431267
Charlottesville VA,584,75,55,76,66,64,91,66,77,82,2017,38.0293059,-78.4766781
Chattanooga TN,575,67,27,74,60,53,70,82,49,74,2017,35.0456297,-85.3096801
Cheyenne WY-Scottsbluff NE,759,64,26,59,59,80,75,85,47,80,2017,41.876312,-103.637984
Chicago IL,602,65,32,58,59,45,69,66,49,71,2017,41.8781136,-87.6297982
Chico-Redding CA,868,58,38,76,63,59,89,70,62,75,2017,39.775148,-121.8699698
Cincinnati OH,515,65,30,62,62,48,74,74,49,74,2017,39.1031182,-84.5120196
Clarksburg-Weston WV,598,76,28,81,68,46,70,88,44,97,2017,39.2638017,-80.326903
Cleveland-Akron (Canton) OH,510,70,35,65,64,52,71,73,51,75,2017,41.0953742,-81.5867677
Colorado Springs-Pueblo CO,752,61,28,61,68,68,73,77,42,73,2017,38.7978203,-104.7935738
Columbia SC,546,63,41,74,69,47,69,69,73,83,2017,34.0007104,-81.0348144
Columbia-Jefferson City MO,604,64,41,75,65,57,81,81,86,90,2017,38.9517053,-92.3340724
Columbus GA,522,65,50,74,61,56,63,68,62,83,2017,32.4609764,-84.9877094
Columbus OH,535,69,34,63,61,49,74,76,49,76,2017,39.9611755,-82.9987942
Columbus-Tupelo-West Point MS,673,65,47,70,64,68,62,69,56,81,2017,34.2708332,-88.7150718
Corpus Christi TX,600,57,30,63,60,51,64,81,42,82,2017,27.8005828,-97.396381
Dallas-Ft. Worth TX,623,55,35,55,52,50,64,61,39,69,2017,32.7766642,-96.7969879
Davenport IA-Rock Island-Moline IL,682,64,44,70,68,44,62,79,51,78,2017,41.5067003,-90.5151342
Dayton OH,542,65,32,64,63,44,72,80,49,83,2017,39.7589478,-84.1916069
Denver CO,751,58,28,59,54,47,71,66,50,66,2017,39.7392358,-104.990251
Des Moines-Ames IA,679,61,33,62,63,42,80,70,60,77,2017,42.0236281,-93.6097448
Detroit MI,505,69,38,66,61,57,73,70,45,74,2017,42.331427,-83.0457538
Dothan AL,606,63,24,84,66,61,68,78,50,79,2017,31.2232313,-85.3904888
Duluth MN-Superior WI,676,65,29,96,74,41,78,69,66,85,2017,46.7207737,-92.1040796
El Paso TX,765,59,52,53,67,39,70,66,53,82,2017,31.7618778,-106.4850217
Elmira NY,565,65,13,65,72,42,71,83,43,68,2017,42.0897965,-76.8077338
Erie PA,516,69,34,73,72,60,85,75,57,83,2017,42.1292241,-80.085059
Eugene OR,801,61,31,75,59,40,80,65,86,79,2017,44.0520691,-123.0867536
Eureka CA,802,61,35,76,67,43,84,61,47,66,2017,40.8020712,-124.1636729
Evansville IN,649,66,36,70,71,61,67,83,51,75,2017,37.9715592,-87.5710898
Fairbanks AK,745,52,14,72,58,19,76,80,51,80,2017,64.8377778,-147.7163888
Fargo-Valley City ND,724,66,37,86,69,41,76,80,57,81,2017,46.9243955,-98.0035186
Flint-Saginaw-Bay City MI,513,69,47,79,72,54,76,76,63,76,2017,43.5993199,-83.8890847
Florence-Myrtle Beach SC,570,61,30,70,58,48,55,69,42,73,2017,33.703071,-78.8892497
Fresno-Visalia CA,866,56,42,61,68,36,61,73,63,77,2017,36.32166,-119.3148878
Ft. Myers-Naples FL,571,76,35,77,50,57,62,64,42,71,2017,26.1411682,-81.7935098
Ft. Smith-Fayetteville-Springdale-Rogers AR,670,59,25,65,61,74,73,78,47,80,2017,,
Ft. Wayne IN,509,66,36,67,69,43,62,73,49,81,2017,41.079273,-85.1393513
Gainesville FL,592,74,73,85,60,72,100,67,94,92,2017,29.6516344,-82.3248262
Glendive MT,798,58,0,0,0,0,0,0,0,0,2017,47.106401,-104.7107931
Grand Junction-Montrose CO,773,57,19,74,61,43,68,66,56,72,2017,38.4967651,-107.8989028
Grand Rapids-Kalamazoo-Battle Creek MI,563,63,35,72,69,44,70,72,51,72,2017,42.2355515,-85.5515933
Great Falls MT,755,60,31,79,53,33,85,92,40,80,2017,47.5052849,-111.3007715
Green Bay-Appleton WI,658,63,29,71,64,37,74,74,51,63,2017,44.2667743,-88.3850175
Greensboro-High Point-Winston Salem NC,518,68,39,71,60,68,70,69,52,80,2017,35.9556923,-80.0053176
Greenville-New Bern-Washington NC,545,64,41,84,62,53,72,74,58,78,2017,35.5984979,-77.0577179
Greenville-Spartanburg SC-Asheville NC-Anderson SC,567,66,31,69,63,59,68,72,48,73,2017,34.8526176,-82.3940104
Greenwood-Greenville MS,647,67,45,90,49,97,44,68,86,100,2017,33.5171152,-90.1763225
Harlingen-Weslaco-Brownsville-McAllen TX,636,55,37,49,55,43,60,62,56,96,2017,,
Harrisburg-Lancaster-Lebanon-York PA,566,67,38,68,65,65,88,77,45,73,2017,39.9830208,-76.7197723
Harrisonburg VA,569,67,30,78,71,65,84,69,69,74,2017,38.4495688,-78.8689155
Hartford & New Haven CT,533,72,36,63,65,76,87,65,62,84,2017,41.3055024,-72.9267354
Hattiesburg-Laurel MS,710,65,30,83,61,65,52,86,51,84,2017,31.468239,-89.335421
Helena MT,766,67,10,75,64,58,91,69,46,93,2017,46.5891452,-112.0391057
Honolulu HI,744,59,28,67,54,39,78,63,51,80,2017,21.3069444,-157.8583333
Houston TX,618,61,35,59,53,40,74,61,44,74,2017,29.7604267,-95.3698028
Huntsville-Decatur (Florence) AL,691,70,40,73,65,69,65,86,37,77,2017,34.8279976,-87.6209133
Idaho Falls-Pocatello ID,758,57,31,78,74,40,77,65,71,95,2017,42.906046,-112.4315298
Indianapolis IN,527,69,39,63,66,49,78,74,58,82,2017,39.768403,-86.158068
Jackson MS,718,65,43,74,62,70,63,70,72,86,2017,32.2987573,-90.1848103
Jackson TN,639,72,82,84,58,76,66,80,53,95,2017,35.6145169,-88.8139469
Jacksonville FL,561,65,52,68,55,87,69,70,47,76,2017,30.3321838,-81.655651
Johnstown-Altoona PA,574,70,44,75,72,51,88,82,65,72,2017,40.4529782,-78.3930329
Jonesboro AR,734,68,36,84,75,70,78,78,66,71,2017,35.8422967,-90.704279
Joplin MO-Pittsburg KS,603,62,25,70,65,60,73,82,52,70,2017,37.3948426,-94.700525
Juneau AK,747,58,0,100,59,32,83,70,0,97,2017,58.3019444,-134.4197221
Kansas City MO,616,66,44,66,65,57,74,71,50,79,2017,39.0997265,-94.5785667
Knoxville TN,557,67,24,71,60,65,72,85,41,74,2017,35.9606384,-83.9207392
La Crosse-Eau Claire WI,702,66,31,80,71,34,83,71,82,73,2017,44.8651049,-91.4743642
Lafayette IN,582,62,36,59,70,26,83,61,82,78,2017,40.4167022,-86.8752869
Lafayette LA,642,61,78,74,63,55,64,72,41,65,2017,30.2240897,-92.0198427
Lake Charles LA,643,60,47,86,65,58,58,76,39,64,2017,30.2265949,-93.2173758
Lansing MI,551,62,56,71,71,63,87,69,63,78,2017,42.732535,-84.5555347
Laredo TX,749,47,44,48,59,29,53,59,40,84,2017,27.5035613,-99.5075519
Las Vegas NV,839,59,31,55,52,52,60,65,42,70,2017,36.1699412,-115.1398296
Lexington KY,541,73,29,73,69,61,77,91,67,87,2017,38.0405837,-84.5037164
Lima OH,558,70,29,69,74,50,78,94,37,73,2017,40.742551,-84.1052256
Lincoln & Hastings-Kearney NE,722,64,31,64,64,51,65,71,60,70,2017,40.5827492,-98.3915866
Little Rock-Pine Bluff AR,693,67,33,80,66,90,69,74,58,80,2017,34.2025124,-92.0491611
Los Angeles CA,803,59,33,55,58,37,65,61,53,74,2017,34.0522342,-118.2436849
Louisville KY,529,72,39,74,61,82,74,77,52,82,2017,38.2526647,-85.7584557
Lubbock TX,651,59,36,65,64,56,79,75,66,78,2017,33.5778631,-101.8551665
Macon GA,503,53,38,62,46,60,47,53,41,66,2017,32.8406946,-83.6324022
Madison WI,669,63,28,67,60,38,83,73,55,73,2017,43.0730517,-89.4012302
Mankato MN,737,64,34,81,79,26,95,80,67,78,2017,44.1635775,-93.9993996
Marquette MI,553,69,34,95,68,55,82,75,43,67,2017,46.5436199,-87.3953713
Medford-Klamath Falls OR,813,64,23,77,63,40,76,66,40,79,2017,42.224924,-121.7722781
Memphis TN,640,67,77,68,54,62,58,65,49,84,2017,35.1495343,-90.0489801
Meridian MS,711,68,100,76,60,53,70,75,43,95,2017,32.3643098,-88.703656
Miami-Ft. Lauderdale FL,528,61,40,53,45,47,60,46,49,70,2017,26.0947577,-80.1352122
Milwaukee WI,617,64,38,64,62,43,67,68,56,74,2017,43.0389025,-87.9064736
Minneapolis-St. Paul MN,613,62,37,68,66,36,80,66,53,75,2017,44.9374831,-93.2009998
Minot-Bismarck-Dickinson(Williston) ND,687,63,22,82,58,36,64,81,47,76,2017,46.8067257,-100.7865799
Missoula MT,762,59,28,73,63,45,88,64,46,81,2017,46.8721284,-113.9940314
Mobile AL-Pensacola (Ft. Walton Beach) FL,686,65,39,76,53,61,64,72,46,72,2017,30.4684724,-87.2087375
Monroe LA-El Dorado AR,628,66,44,78,56,71,58,81,45,89,2017,33.2152717,-92.64196
Monterey-Salinas CA,828,57,27,55,66,28,72,51,64,67,2017,36.6777372,-121.6555013
Montgomery (Selma) AL,698,68,78,73,59,79,64,73,52,77,2017,32.4068484,-87.0190868
Nashville TN,659,65,36,74,60,66,78,76,50,81,2017,36.1626638,-86.7816016
New Orleans LA,622,60,46,72,57,55,62,70,50,73,2017,29.9510658,-90.0715323
New York NY,501,70,34,53,56,53,79,56,52,78,2017,40.7127753,-74.0059728
Norfolk-Portsmouth-Newport News VA,544,64,44,67,59,47,75,69,52,80,2017,36.8354258,-76.2982742
North Platte NE,740,67,31,74,35,38,59,80,0,56,2017,41.1402759,-100.7601454
Odessa-Midland TX,633,51,25,56,53,51,67,77,32,79,2017,31.9391746,-102.2522487
Oklahoma City OK,650,62,32,64,61,48,74,77,49,76,2017,35.4675602,-97.5164276
Omaha NE,652,66,27,69,58,60,73,77,51,77,2017,41.2565369,-95.9345034
Orlando-Daytona Beach-Melbourne FL,534,63,43,67,51,62,60,65,41,73,2017,,
Ottumwa IA-Kirksville MO,631,70,33,73,76,35,91,87,62,88,2017,,
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,632,70,50,84,64,68,72,89,54,85,2017,37.0833893,-88.6000478
Palm Springs CA,804,64,27,70,52,40,56,78,47,81,2017,33.8302961,-116.5452921
Panama City FL,656,64,39,78,50,64,56,71,29,65,2017,30.1588129,-85.6602058
Parkersburg WV,597,81,38,79,62,56,90,98,50,89,2017,39.2667418,-81.5615135
Peoria-Bloomington IL,675,73,34,73,68,40,79,72,53,81,2017,40.4566216,-88.9758277
Philadelphia PA,504,75,35,61,62,75,84,69,56,78,2017,39.9525839,-75.1652215
Phoenix AZ,753,64,46,64,59,61,72,70,50,78,2017,33.4483771,-112.0740373
Pittsburgh PA,508,73,35,73,65,72,86,79,52,79,2017,40.4406248,-79.9958864
Portland OR,820,56,31,62,58,44,67,59,58,73,2017,45.5051064,-122.6750261
